500 250000
300 429 519
308 78 280
451 36 283
14 402 107
339 120 239
197 333 585
325 221 741
165 9 120
267 315 825
368 329 863
55 467 51
421 298 666
257 76 146
271 66 490
101 66 118
330 85 84
468 494 43
342 365 581
341 414 8
287 268 270
2 481 163
473 80 184
295 352 837
407 87 440
14 317 790
446 179 304
402 339 403
283 363 948
426 175 283
257 81 451
386 176 656
316 419 638
103 222 447
204 363 139
19 384 26
195 97 593
418 292 679
113 265 631
288 147 926
482 239 392
219 166 173
196 462 160
147 96 690
481 219 973
229 155 357
261 59 800
304 109 8
31 367 166
303 381 966
298 250 744
52 208 68
435 75 130
239 173 460
486 152 664
94 112 451
123 368 229
58 135 821
62 495 73
16 444 497
157 1 185
113 109 508
383 94 879
341 38 732
0 481 772
447 276 729
303 7 797
69 421 949
254 62 522
235 296 464
378 185 704
122 345 228
455 402 402
271 266 839
81 110 686
493 128 91
116 452 471
207 246 733
345 263 185
402 388 254
350 394 406
406 231 801
146 290 149
466 252 171
240 233 63
37 151 670
177 331 750
4 269 760
290 313 398
464 375 457
275 353 609
302 355 559
32 74 8
104 448 354
436 204 989
448 445 329
301 450 485
452 349 648
81 406 807
161 52 784
447 212 274
8 144 99
68 228 914
54 156 344
254 86 409
110 198 416
456 230 220
412 149 902
54 333 70
237 376 362
495 461 209
155 22 594
468 183 532
90 24 470
303 102 885
331 446 655
194 73 201
350 151 91
471 119 166
414 383 283
209 72 290
456 302 539
180 77 301
201 106 420
52 248 522
100 376 136
164 135 503
148 424 43
122 299 231
343 365 894
22 314 659
96 243 629
395 332 397
10 59 526
344 308 840
217 46 582
487 347 396
121 13 255
372 121 23
308 284 170
480 163 35
364 411 483
430 165 24
20 486 431
171 95 26
139 476 462
118 314 476
232 241 279
405 280 64
495 85 125
139 411 732
207 266 671
373 208 441
236 344 836
144 79 921
109 53 744
309 189 908
445 327 646
212 119 258
241 372 377
125 83 248
474 33 110
378 215 421
74 496 395
83 496 449
464 250 172
442 175 72
458 211 566
138 89 455
453 269 506
12 344 569
174 29 623
67 15 280
286 193 351
214 31 739
25 146 23
480 34 839
111 460 268
84 191 509
215 122 758
12 218 237
54 373 583
296 219 668
441 364 941
496 68 895
188 422 778
423 323 465
13 339 932
339 100 375
348 164 181
265 113 218
21 104 53
38 497 428
394 173 292
206 424 50
446 278 780
66 310 169
477 282 935
369 254 757
396 236 676
360 434 980
444 20 269
358 486 538
469 327 711
1 488 197
357 164 486
359 161 606
239 88 912
234 381 281
247 90 217
37 15 980
431 160 659
445 469 833
192 300 366
204 174 964
31 284 149
485 152 478
144 259 737
239 390 148
395 424 463
140 206 658
290 62 450
90 355 981
132 334 961
377 31 769
249 348 604
265 53 564
401 109 645
136 79 337
263 331 282
258 52 930
423 196 483
286 433 644
431 337 497
10 219 769
449 481 478
402 27 766
65 416 941
367 99 801
473 63 637
47 87 492
26 451 183
433 402 316
229 268 521
269 405 608
489 359 772
355 454 380
66 356 3
416 442 642
318 353 193
470 156 493
155 270 338
427 208 840
57 287 171
202 379 103
166 494 841
298 47 598
208 99 131
119 393 748
272 34 576
204 408 487
475 191 727
252 342 249
204 137 952
221 449 842
277 254 887
358 99 967
227 293 71
380 378 85
355 64 659
149 147 671
134 220 149
358 15 860
18 372 932
155 109 956
108 383 986
74 324 246
209 324 809
132 405 913
149 58 25
451 444 590
283 154 723
453 299 0
45 374 984
138 161 860
430 444 203
430 333 908
296 287 935
352 143 758
400 315 168
267 453 616
80 373 215
421 25 267
447 108 244
156 217 702
35 475 270
440 306 830
267 264 595
180 260 158
317 325 507
286 406 722
34 244 369
301 68 275
264 330 748
139 460 319
372 163 485
324 113 622
216 87 661
462 376 106
1 127 883
17 97 47
493 383 99
21 1 954
495 7 770
408 95 785
136 324 679
499 44 603
362 20 529
261 463 815
137 382 187
39 467 68
13 375 75
65 151 698
369 411 763
327 459 143
289 449 840
255 334 853
360 94 332
498 117 684
465 491 793
121 222 980
453 488 141
0 374 731
309 357 829
286 277 798
239 97 741
425 478 985
168 218 361
7 108 242
487 220 57
296 494 780
321 267 947
263 410 589
92 361 733
289 497 10
230 339 357
40 412 152
186 243 232
322 102 366
198 174 612
420 280 772
199 61 301
492 261 988
335 97 214
330 177 205
128 442 891
434 236 29
411 67 633
16 358 765
373 93 27
67 175 864
487 358 148
206 310 390
345 288 764
85 387 883
458 349 539
205 263 194
272 240 967
170 221 187
432 177 531
280 168 297
181 150 186
17 131 70
435 314 505
412 136 7
16 129 735
274 22 294
114 181 251
355 473 372
496 232 420
276 172 17
464 465 378
135 488 142
251 3 927
443 457 537
372 351 201
126 28 598
220 55 775
240 72 383
356 393 473
335 388 921
406 122 914
321 324 718
15 52 495
274 344 309
270 33 727
52 491 90
301 492 332
412 83 322
302 54 535
344 75 893
442 99 790
274 450 39
334 293 150
158 357 567
168 489 991
41 44 664
170 187 102
470 273 495
43 338 818
276 164 966
167 499 952
109 189 377
453 155 258
459 328 936
415 124 137
78 350 948
18 444 143
27 61 781
130 474 141
496 314 250
405 77 580
397 22 764
206 248 425
169 409 587
255 454 696
108 84 291
199 204 367
485 59 458
56 387 921
154 215 71
376 140 931
416 163 491
478 363 385
491 484 814
473 425 583
75 301 120
378 408 734
299 109 437
338 343 777
262 371 893
423 25 196
462 162 825
383 221 300
177 374 836
277 496 872
409 37 777
363 479 192
476 382 204
239 233 677
201 64 823
473 170 792
80 23 412
112 354 861
243 253 417
11 488 723
386 165 585
287 187 23
280 476 241
154 380 252
263 283 359
466 205 677
427 301 954
318 58 533
415 472 507
350 385 652
469 246 57
87 322 558
403 212 291
99 368 60
259 89 300
15 268 629
106 291 351
210 482 147
171 348 672
346 54 335
182 368 665
374 274 585
341 145 25
25 33 836
295 308 972
242 79 298
48 378 946
374 452 490
70 265 214
243 157 780
55 414 870
239 444 571
336 287 88
403 83 398
72 89 473
348 448 457
314 368 197
208 222 825
403 336 399
23 405 406
56 381 429
42 31 203
145 498 201
97 303 377
370 414 896
323 245 367
464 62 189
333 14 847
6 41 266
388 250 692
79 406 90
191 105 439
15 305 0
152 465 155
77 409 945
120 300 134
51 81 669
153 424 983
368 144 556
10 171 868
227 409 387
450 4 92
135 48 801
90 454 800
220 455 163
313 345 769
46 349 584
318 406 273
63 84 61
130 372 978
424 461 780
7 329 531
143 485 213
95 122 475
57 273 535
29 210 527
490 50 831
351 473 446
431 12 138
384 328 298
315 11 362
16 19 537
373 384 189
469 394 27
157 90 345
355 461 650
385 328 384
413 118 499
301 123 333
107 294 851
130 454 464
361 1 450
350 425 670
277 197 222
311 235 434
65 487 409
192 309 883
216 279 172
406 394 516
138 239 380
138 101 904
150 91 449
151 306 389
426 34 376
384 301 859
11 155 198
61 207 722
151 416 231
320 45 187
314 69 994
224 472 609
260 456 407
75 461 246
440 238 6
70 253 807
84 53 459
90 155 646
413 178 0
171 277 815
267 147 963
211 380 552
42 233 405
30 454 948
335 483 405
470 139 547
64 247 928
120 448 852
74 411 432
483 362 284
254 250 887
416 146 148
13 61 302
399 21 708
9 288 131
436 303 68
457 103 416
374 116 98
375 158 114
201 323 154
124 401 465
457 20 800
72 340 990
444 4 507
441 177 641
128 1 456
105 468 674
32 358 230
488 396 220
317 433 500
105 319 499
268 270 459
464 488 400
388 298 265
61 201 751
437 278 735
178 457 332
145 35 22
8 133 722
243 462 39
296 341 938
92 396 81
101 297 365
492 206 259
127 346 387
277 42 897
303 74 408
150 205 67
10 451 53
258 63 647
385 369 631
256 250 981
464 10 487
172 70 564
483 63 364
274 11 580
83 22 161
20 194 882
478 280 367
188 139 675
320 283 517
103 212 539
6 344 242
108 61 204
43 253 853
281 136 189
355 97 651
240 325 350
286 155 140
490 87 924
68 99 397
366 260 524
438 481 277
9 203 2
49 481 79
319 85 758
459 387 777
128 39 45
11 172 746
39 383 434
454 255 789
58 441 415
79 84 462
90 420 962
269 328 615
455 210 554
472 401 43
0 399 406
216 460 914
313 338 473
424 9 260
5 426 427
276 199 369
364 402 174
453 483 333
228 350 865
191 201 360
48 207 952
240 443 75
122 384 771
174 150 272
335 145 933
40 216 403
494 458 624
282 355 817
353 464 616
297 73 683
465 210 720
106 73 344
115 200 18
235 367 297
193 163 174
316 402 802
196 219 6
112 473 409
479 441 738
68 13 862
19 171 559
244 251 351
131 123 577
116 169 233
267 27 98
37 195 652
200 453 909
343 9 284
265 94 789
457 31 319
399 175 128
85 174 676
281 164 525
122 203 400
263 288 343
144 359 99
433 156 203
41 230 498
227 493 355
469 44 63
377 380 307
117 478 105
250 326 967
130 386 218
82 267 754
186 190 116
482 450 9
72 224 746
144 293 17
175 240 274
435 59 927
273 288 965
96 241 283
51 34 433
182 300 888
369 221 10
241 342 35
192 231 459
350 242 527
81 210 324
133 282 744
140 51 986
198 116 975
434 201 179
444 193 396
234 127 320
468 3 190
113 302 312
420 230 429
372 352 573
448 362 283
291 212 545
229 225 727
183 245 172
495 344 689
457 46 337
165 208 381
125 83 408
339 79 172
473 187 191
438 38 304
480 115 164
374 88 216
339 477 829
452 19 474
499 130 386
7 95 583
496 282 291
9 311 801
224 303 200
109 121 709
117 227 955
289 214 958
266 340 547
330 449 555
139 372 116
400 214 781
175 137 963
139 186 526
425 389 199
297 136 492
172 449 809
66 364 992
401 262 790
252 26 440
218 131 365
456 105 585
251 223 613
63 334 204
241 70 325
496 188 38
226 364 333
172 106 725
165 319 868
452 358 448
446 105 521
472 7 594
162 27 853
34 303 491
220 494 152
400 38 674
65 107 775
449 111 942
458 19 528
107 442 398
419 450 900
118 100 315
222 344 50
240 342 417
137 410 683
196 286 364
33 364 716
191 372 969
413 461 141
156 152 349
2 153 996
362 247 638
232 334 969
427 453 498
342 468 720
63 80 178
192 67 627
17 194 59
459 412 493
403 154 504
283 264 583
107 281 17
381 385 634
468 287 406
110 26 440
348 443 312
262 176 75
295 241 669
329 133 301
183 26 663
87 229 777
441 405 162
102 192 4
160 335 644
445 19 857
451 225 721
2 328 49
366 7 829
138 176 266
317 457 830
425 381 690
11 234 286
355 496 409
414 406 696
408 9 207
469 337 11
404 281 455
285 103 86
94 459 193
140 497 270
49 403 355
210 378 556
414 470 44
295 360 331
364 378 556
190 173 750
326 476 208
195 447 906
407 211 492
261 284 476
242 147 17
448 264 973
30 346 343
174 391 289
416 393 981
49 351 398
394 78 413
144 312 489
204 225 447
3 296 768
94 429 535
493 259 879
206 175 83
48 156 18
92 38 564
82 360 353
273 484 571
329 390 761
75 336 240
464 209 146
179 364 305
345 366 938
23 295 87
415 10 399
369 12 10
365 100 250
244 4 2
324 288 527
485 89 905
242 100 98
420 116 49
84 26 804
32 158 752
94 441 162
128 12 210
261 376 678
479 194 844
79 121 13
311 248 287
85 287 811
279 359 892
29 330 982
155 30 637
344 309 954
333 218 241
354 72 104
430 420 509
220 238 879
338 98 386
71 172 983
272 26 136
434 479 65
21 420 286
76 253 453
29 28 303
4 345 455
459 411 572
490 379 508
327 162 32
205 364 760
231 301 771
390 22 690
291 469 121
90 57 120
242 0 937
350 220 141
216 281 636
451 447 596
129 381 369
196 239 665
61 126 673
291 389 661
188 12 803
474 236 565
486 153 170
303 52 823
358 460 516
116 324 965
416 232 836
362 103 282
371 83 992
234 342 347
144 21 542
295 157 824
484 349 643
366 481 32
418 111 691
280 283 615
482 111 314
109 188 49
113 391 135
386 320 767
354 400 432
45 449 152
333 459 622
210 3 341
399 295 862
449 62 658
69 68 728
69 467 115
13 158 798
30 395 875
150 20 209
274 75 752
139 425 362
236 226 722
41 369 91
40 287 37
103 2 382
1 145 572
487 269 601
417 2 984
257 248 242
333 382 653
342 410 36
95 2 75
473 231 330
284 330 583
60 94 44
414 221 569
364 25 65
130 483 857
23 89 303
443 482 3
387 323 255
332 141 260
456 7 566
333 495 739
240 181 749
477 226 814
223 382 315
254 361 776
370 497 753
72 101 923
485 285 586
277 287 690
477 225 259
67 341 834
421 488 299
398 198 198
471 85 30
317 332 62
42 322 251
385 109 48
103 322 297
119 190 44
102 200 788
193 205 590
363 362 792
179 75 165
128 465 470
361 282 350
398 287 965
242 397 661
282 20 919
216 147 557
372 5 318
60 26 790
290 115 791
347 487 714
467 427 221
46 408 790
416 43 958
80 239 805
397 97 78
242 465 721
171 371 591
371 97 870
491 403 557
254 219 851
342 488 906
304 435 989
391 418 420
418 472 875
218 131 641
47 340 857
100 245 554
354 66 793
367 212 359
37 48 155
453 46 488
40 418 160
281 166 80
83 466 952
410 219 725
203 458 477
489 217 345
340 308 415
220 64 15
456 409 194
270 23 546
54 85 675
445 300 7
225 380 746
3 280 423
359 498 400
453 388 866
393 144 629
113 398 459
10 198 327
395 209 68
204 112 310
281 351 186
63 94 746
187 324 811
144 301 976
361 89 355
463 443 815
293 494 287
13 368 904
204 11 520
117 350 710
21 366 87
374 446 933
90 151 241
499 288 374
27 438 576
124 265 934
87 72 273
478 433 665
56 400 615
369 308 892
468 17 138
311 100 551
104 217 238
268 400 952
339 329 688
60 406 82
429 282 838
407 368 432
231 402 231
408 324 114
43 363 221
146 96 721
276 169 661
178 23 252
418 227 11
142 437 25
219 98 825
317 428 147
137 226 875
165 39 871
377 29 962
441 54 303
482 445 235
137 130 98
364 345 484
318 183 121
476 166 610
8 475 229
347 192 834
256 1 972
77 492 89
114 396 763
329 175 733
6 338 636
106 455 345
0 46 817
3 246 682
100 385 15
43 412 436
302 354 534
294 380 693
269 468 918
152 407 195
3 446 967
148 471 704
182 171 984
58 231 122
405 476 173
285 291 571
47 339 364
139 28 334
146 128 41
68 88 753
143 311 646
419 27 100
409 264 541
94 82 453
195 435 108
441 24 536
99 133 97
368 1 957
2 253 899
173 482 397
177 492 26
15 2 413
87 61 647
268 250 265
289 422 373
481 71 840
344 156 790
388 109 965
121 42 286
209 309 970
394 173 146
106 493 205
141 108 437
178 303 901
392 244 49
380 306 495
224 88 467
387 432 631
14 18 77
297 211 424
495 253 834
336 350 101
474 293 119
475 473 250
365 424 875
136 409 302
119 276 926
287 254 115
421 411 641
176 328 454
454 143 744
332 454 476
284 14 202
177 154 751
442 126 119
265 474 613
61 189 408
331 185 722
437 433 503
463 5 253
54 333 772
76 20 999
75 58 974
112 62 485
209 378 745
76 32 167
311 202 399
187 2 178
118 330 781
396 385 86
326 235 861
190 270 414
281 309 253
177 367 265
106 444 837
439 432 473
440 87 402
139 175 659
3 28 33
227 24 123
139 361 418
281 308 586
31 213 825
183 347 128
172 126 912
235 276 420
108 26 278
247 221 729
485 164 468
453 449 518
129 412 519
88 279 459
459 470 85
0 208 621
451 157 355
289 74 38
284 346 183
292 100 79
9 369 121
209 217 914
125 183 413
256 489 125
285 64 826
266 347 237
137 225 190
58 392 198
379 325 177
246 150 207
434 26 21
325 314 482
307 279 133
233 430 803
264 433 302
442 315 596
302 142 796
473 214 392
387 83 349
470 87 851
260 440 140
242 434 856
168 386 509
432 423 883
235 128 948
369 136 901
180 227 523
311 130 832
451 13 483
238 89 99
240 351 703
282 405 297
463 387 114
77 103 234
274 279 662
342 80 456
387 310 563
90 383 544
246 224 930
195 276 619
70 335 73
89 100 189
406 373 928
194 408 74
83 161 779
453 429 563
235 80 769
235 441 941
389 306 786
340 237 884
235 448 395
428 239 522
274 391 939
213 169 3
104 479 392
447 40 947
95 497 402
89 377 9
208 402 149
402 102 954
68 413 452
224 121 629
125 423 729
373 1 555
283 428 78
118 257 943
133 268 733
376 357 979
133 349 945
313 433 744
225 124 666
349 483 414
408 443 104
61 466 70
77 10 592
150 238 196
123 430 117
43 372 431
164 299 390
384 285 505
207 4 784
152 484 871
493 94 998
121 355 876
129 403 404
451 89 271
458 141 724
204 306 448
392 443 420
10 445 472
370 301 847
494 152 400
353 116 446
461 271 65
411 9 837
357 418 912
275 2 625
432 250 949
111 161 388
96 385 506
481 262 738
378 429 35
52 465 696
337 80 535
85 280 215
222 429 496
442 470 838
128 286 814
204 64 439
202 214 338
216 379 233
177 316 787
234 6 644
250 75 590
78 179 654
172 306 723
495 399 396
210 492 988
237 448 329
404 490 406
478 461 219
419 420 324
440 328 1
366 115 830
63 47 368
406 346 848
464 309 59
51 497 423
302 108 648
458 453 423
183 413 686
494 126 919
495 42 53
36 399 604
235 55 131
243 162 376
290 445 938
476 356 488
381 425 991
188 283 321
144 292 27
73 299 746
457 10 503
494 270 769
122 198 418
45 34 471
368 342 91
351 156 962
63 294 597
185 11 82
371 25 829
227 446 476
106 142 82
409 382 576
376 280 686
65 439 37
194 324 828
436 370 683
217 143 478
389 140 167
136 144 659
92 113 475
96 415 131
272 283 651
190 32 302
348 21 505
221 337 526
229 303 509
196 383 134
277 78 925
311 88 444
76 139 531
171 182 121
364 307 874
37 310 744
403 358 114
311 271 583
391 302 793
467 377 15
135 482 294
386 167 45
75 144 980
348 367 553
412 120 183
476 325 119
144 465 845
2 90 634
44 173 587
382 17 565
61 258 592
360 372 740
183 491 118
59 458 996
332 133 571
174 54 128
339 227 663
302 34 147
97 432 130
263 459 869
118 206 959
190 324 496
285 50 884
308 322 809
166 132 46
309 94 544
39 438 429
276 487 789
103 450 53
244 322 61
162 53 523
200 124 277
408 44 812
301 190 589
403 450 621
310 233 235
468 338 86
50 278 711
36 423 256
475 12 535
214 124 411
315 328 1
309 387 197
141 296 622
357 128 688
42 118 594
31 477 769
60 334 213
378 101 220
232 293 172
2 219 665
3 65 308
297 16 533
427 6 238
248 54 704
83 51 949
340 88 537
432 366 962
447 314 107
408 325 177
317 77 743
415 284 827
378 17 761
244 17 355
269 56 106
266 203 561
411 332 820
278 412 686
359 111 950
365 473 563
83 370 303
210 97 561
445 447 143
265 427 317
135 45 403
189 178 907
160 286 692
199 368 237
90 116 939
290 275 240
188 94 921
325 396 193
400 29 93
211 351 357
184 127 863
215 206 540
328 81 144
49 45 542
415 203 262
268 354 168
451 102 198
277 239 962
121 306 321
467 89 513
437 260 321
246 54 408
244 110 885
224 104 924
142 338 17
429 493 699
392 200 171
10 474 142
268 466 458
93 45 836
395 193 628
145 298 565
160 122 343
205 92 972
457 455 71
200 264 17
243 355 247
272 491 613
219 419 611
101 190 684
54 193 489
300 471 648
341 97 581
194 154 812
223 90 276
414 156 162
63 246 439
426 2 109
342 263 610
439 130 32
250 17 8
196 309 250
228 57 80
410 451 800
40 437 108
268 481 617
334 201 30
489 414 508
465 164 503
398 354 793
470 193 318
73 180 583
10 52 644
1 62 50
438 163 457
25 92 340
484 494 434
336 219 897
305 282 656
320 334 637
389 337 632
314 1 660
486 140 958
163 224 528
199 423 544
405 441 331
354 321 582
266 259 906
276 124 510
245 413 107
369 380 976
78 409 339
234 100 420
166 201 333
224 76 121
37 270 911
157 16 17
268 319 834
228 367 820
112 489 867
141 344 522
267 50 607
51 490 422
63 384 657
462 1 93
235 151 630
289 42 723
74 296 45
219 482 268
402 454 768
170 479 627
199 39 994
286 254 128
373 307 83
375 89 988
38 56 710
429 145 627
183 182 531
121 29 915
383 180 907
395 213 722
399 416 186
469 8 669
497 352 142
396 290 379
45 324 380
294 281 319
79 4 144
149 31 876
479 216 208
146 466 736
142 341 607
493 113 656
308 174 902
304 438 710
405 177 318
436 10 879
211 395 28
78 244 356
281 276 623
434 247 395
240 98 566
282 358 644
449 284 464
367 106 192
76 215 984
326 417 173
230 313 114
497 414 454
269 220 23
399 59 687
135 66 23
138 321 294
227 106 914
425 15 244
428 235 266
104 122 727
0 426 336
85 419 989
254 97 232
318 169 871
416 216 826
375 423 897
195 381 442
442 153 385
68 196 593
122 202 849
198 170 974
247 96 103
214 401 805
476 251 22
221 54 110
447 125 286
8 245 398
314 312 364
497 113 708
475 425 250
175 451 315
174 471 293
168 199 950
68 375 929
50 354 26
302 337 708
445 183 683
362 141 130
303 253 189
431 106 865
301 58 193
444 166 783
101 150 83
117 248 334
470 378 51
224 15 777
440 370 663
475 265 779
134 202 980
306 205 126
267 342 32
439 213 520
325 474 14
153 187 558
36 244 801
58 197 520
193 234 607
454 29 136
44 264 236
445 414 320
449 296 945
439 279 631
217 99 892
336 357 668
337 210 274
242 163 344
134 304 583
138 252 788
290 4 894
370 91 403
267 356 625
65 395 371
104 70 458
308 420 602
64 228 963
164 475 173
14 429 916
416 268 727
333 0 6
394 330 766
354 136 400
171 197 870
155 378 376
453 240 963
287 495 671
363 146 197
231 83 778
164 135 332
312 132 754
292 369 890
277 279 702
141 377 224
67 446 740
230 225 465
209 318 30
244 480 779
294 163 509
381 255 325
402 379 703
354 459 654
194 380 563
115 62 179
325 114 180
212 63 657
260 264 229
252 227 737
425 180 952
234 393 233
407 384 54
175 169 592
310 62 170
239 52 840
335 4 556
496 98 865
437 29 557
170 169 45
232 380 534
317 96 893
200 451 402
412 250 332
436 230 379
399 486 528
45 345 426
135 3 368
437 260 257
35 323 425
277 42 94
213 47 517
90 186 32
17 320 371
459 153 106
76 28 38
240 236 421
308 148 589
392 3 241
325 144 975
386 482 546
33 222 623
221 424 496
94 476 349
264 452 979
402 234 701
440 432 152
376 489 755
483 282 225
390 145 310
371 398 522
127 495 396
232 475 982
363 263 821
30 11 264
382 362 18
256 441 140
457 133 481
196 388 735
465 192 872
300 93 548
258 440 89
417 278 473
123 83 163
436 324 728
139 246 477
169 398 615
23 404 426
131 289 918
97 114 621
497 48 685
140 454 488
49 132 109
13 3 486
249 37 424
403 100 627
262 163 979
57 403 785
198 183 196
65 98 823
114 24 838
338 413 456
419 122 894
302 21 714
193 7 788
39 164 295
459 310 248
333 371 566
71 40 362
468 427 432
416 240 903
161 379 932
396 380 113
283 312 333
410 224 21
450 456 471
33 184 686
396 256 321
186 292 603
190 267 13
220 51 398
392 306 35
463 104 446
457 37 849
67 115 222
86 198 632
428 470 372
258 366 884
77 298 939
455 372 726
35 172 408
63 208 205
456 139 304
448 127 721
414 359 686
336 299 344
461 130 100
472 37 464
274 262 818
172 90 305
234 6 420
393 41 62
214 220 100
178 453 18
120 1 107
276 173 824
454 420 729
416 464 414
30 197 909
102 32 768
269 493 571
18 394 707
355 115 730
496 189 577
419 7 769
298 478 925
163 413 3
126 102 588
218 117 482
50 163 828
153 233 708
408 25 80
383 102 143
29 270 258
146 263 263
304 43 891
35 446 224
379 486 284
126 283 940
327 285 185
200 456 284
50 244 741
28 450 53
146 364 393
396 488 604
374 315 589
326 34 13
407 263 298
495 50 907
24 1 81
446 46 705
336 331 216
304 379 909
94 475 740
265 315 121
424 285 629
243 179 460
276 445 373
0 89 945
224 106 373
230 204 974
405 284 426
381 83 20
43 125 526
272 203 782
487 161 506
144 481 742
279 236 961
289 153 666
492 282 657
466 278 757
342 312 974
346 292 748
330 454 632
300 228 392
77 434 67
208 332 67
90 482 955
55 202 876
326 214 813
72 252 392
288 135 524
3 250 578
60 365 997
448 305 886
151 464 496
378 412 884
432 192 507
179 488 267
243 414 67
189 496 592
417 408 151
62 464 895
447 254 86
256 474 401
104 79 944
216 74 969
118 91 769
255 208 365
342 102 548
455 110 45
282 481 498
188 298 784
81 178 744
438 205 758
454 163 700
487 201 263
463 53 227
275 396 801
436 171 166
112 350 66
435 87 524
184 250 634
365 111 912
285 387 526
405 8 69
387 223 457
148 112 524
173 289 461
472 267 875
190 259 151
205 322 703
35 447 57
190 168 144
398 330 788
349 115 689
436 48 111
110 369 101
122 303 518
204 162 781
49 383 14
456 281 255
401 337 762
163 167 121
266 102 319
259 483 361
277 55 666
367 222 916
422 244 347
497 282 102
119 24 24
40 329 730
92 111 37
222 346 159
18 327 169
340 425 760
394 180 577
453 430 831
174 147 354
17 496 338
423 234 720
363 341 919
412 227 597
397 430 403
188 436 938
397 100 772
241 354 654
344 190 199
334 44 964
65 54 46
305 337 669
263 137 445
45 148 288
414 315 569
27 261 345
31 235 334
66 123 956
9 392 139
131 16 414
223 13 831
341 152 427
391 215 987
466 417 291
269 464 504
226 441 330
208 186 142
240 44 299
483 332 520
332 156 266
423 142 53
229 5 230
197 307 730
419 375 556
406 374 75
42 209 621
182 338 418
350 356 350
172 11 741
399 208 990
133 305 164
28 270 78
488 17 390
98 461 127
489 120 69
296 353 287
174 137 308
154 180 195
236 294 371
475 403 311
343 84 664
454 479 489
123 206 224
166 178 52
498 250 533
470 281 862
237 474 673
34 112 829
395 458 82
173 254 846
356 489 147
179 282 678
228 109 157
278 476 375
379 159 449
116 375 473
344 258 427
306 301 601
228 451 685
22 128 481
205 465 608
276 492 449
261 249 367
203 385 96
359 324 348
395 280 676
218 279 265
114 485 442
63 474 729
354 289 513
308 85 970
390 361 142
82 62 631
165 352 265
420 436 416
141 194 820
23 272 591
358 325 421
49 122 993
487 70 166
214 468 943
40 441 824
444 94 697
271 364 372
147 4 352
415 384 66
364 457 987
116 98 152
123 396 715
76 414 164
155 390 804
390 438 717
97 430 934
