50 2500
26 45 2
36 19 84
39 19 96
46 31 61
7 32 93
44 14 53
11 20 76
6 12 29
25 5 0
3 32 17
26 6 86
45 36 76
37 22 95
22 4 25
36 27 71
14 35 15
11 49 64
33 3 85
5 46 74
32 1 63
26 12 45
43 44 15
29 33 88
39 20 31
21 43 38
44 13 43
15 29 53
40 2 10
44 20 75
24 36 95
20 28 12
24 16 41
2 8 15
15 18 15
25 17 64
42 32 11
44 43 11
41 12 51
34 22 17
12 47 58
21 20 59
0 27 18
31 44 7
14 16 20
41 5 64
5 49 66
6 2 72
38 41 27
27 44 0
44 7 12
41 38 16
33 32 43
31 21 36
43 21 99
0 34 82
40 37 17
3 42 37
34 41 54
18 5 46
47 44 69
39 13 80
47 35 24
16 46 65
32 37 2
16 7 63
16 3 19
44 8 41
13 17 66
4 35 92
13 2 45
14 0 59
10 1 86
46 17 8
11 45 62
0 3 39
1 35 15
15 40 42
30 7 83
33 32 86
15 14 55
35 7 14
2 46 90
28 2 53
1 15 7
22 16 31
12 28 52
43 10 84
20 2 78
18 11 6
37 19 57
9 1 17
17 13 8
26 36 99
27 15 97
1 43 77
8 22 27
22 9 7
44 33 75
22 15 76
16 21 24
14 20 56
34 1 21
0 36 60
23 32 27
46 26 45
48 22 78
6 20 64
18 19 61
45 47 38
30 44 41
34 4 80
37 21 10
32 40 25
14 2 52
17 7 56
17 2 36
15 20 20
48 46 9
23 41 21
6 47 65
43 31 26
31 9 31
23 27 68
5 7 41
12 18 47
31 9 20
47 14 60
9 29 45
35 4 44
36 33 66
49 32 25
28 6 55
30 6 49
47 17 35
0 45 15
22 42 70
25 46 15
39 32 25
38 34 54
2 31 25
39 9 0
4 8 88
17 25 27
14 36 5
37 39 27
40 25 43
13 12 34
29 10 80
13 45 24
32 42 36
40 41 93
37 36 77
1 38 79
4 41 39
13 46 80
7 14 76
17 0 93
1 7 46
5 41 18
40 32 9
49 6 24
23 43 68
28 24 73
24 14 52
39 26 55
5 22 67
42 25 95
39 6 90
27 49 11
29 23 66
19 41 32
4 18 44
6 33 5
20 29 65
42 6 8
8 49 7
10 21 50
44 2 91
22 15 62
33 5 34
24 22 10
17 15 34
34 44 15
46 29 93
30 35 50
38 11 55
46 33 66
29 35 1
28 47 26
42 30 12
49 7 33
13 38 70
18 1 1
12 44 95
18 39 50
6 25 55
4 17 94
15 37 57
27 49 32
45 48 30
7 16 53
41 21 57
8 19 35
22 19 51
22 46 49
23 33 46
29 40 63
39 46 35
5 31 82
6 14 19
31 19 75
40 8 93
17 49 28
45 47 85
45 49 54
24 42 3
33 45 7
14 40 29
2 43 77
39 21 78
27 6 42
17 35 34
18 19 5
35 48 83
5 32 4
24 34 40
14 27 5
41 46 40
0 10 23
39 44 29
47 2 11
35 20 44
41 43 45
29 17 29
15 33 99
47 15 54
34 36 8
9 7 37
35 32 65
3 27 88
43 41 10
10 44 32
28 22 88
38 27 82
6 22 20
23 24 93
5 17 25
43 48 3
42 41 92
24 1 65
39 10 52
10 0 14
5 18 81
48 46 46
6 24 18
40 39 83
46 43 27
17 4 27
19 6 84
25 17 60
12 29 66
27 49 90
4 18 12
33 28 87
28 4 75
5 23 1
2 13 88
25 10 42
18 21 77
18 20 37
8 25 1
32 45 67
8 44 72
21 2 55
11 25 53
46 31 76
30 29 11
24 8 35
46 33 54
23 13 21
31 19 19
35 20 71
8 45 48
1 25 56
11 35 17
47 35 13
41 10 36
49 24 55
22 29 32
47 9 38
24 11 19
38 45 46
26 6 59
40 18 57
34 24 50
29 21 84
28 5 83
24 9 92
42 44 99
47 4 24
0 3 39
3 6 78
22 21 94
3 49 83
46 18 0
25 22 32
13 0 36
10 5 34
23 41 30
4 20 16
33 27 47
46 21 86
28 25 5
32 25 14
29 21 9
34 11 56
37 4 97
36 35 65
45 36 35
25 20 36
7 49 15
46 2 13
18 24 5
37 16 87
46 25 64
26 1 7
31 30 36
14 46 6
46 2 74
38 46 80
45 27 10
32 26 9
26 24 1
4 49 44
21 35 45
43 12 1
31 38 75
12 46 95
48 32 7
21 35 6
29 38 3
46 12 21
34 31 61
26 44 93
22 48 17
30 13 40
23 17 28
13 33 13
22 23 91
3 44 29
15 10 52
21 13 19
26 11 44
29 23 57
46 19 75
25 10 31
18 22 17
48 8 62
17 1 12
46 22 90
7 20 79
4 23 2
11 6 72
36 4 0
46 45 19
19 43 96
37 21 12
18 43 88
27 18 71
29 20 30
44 30 85
7 40 26
25 13 53
10 36 59
47 36 52
39 16 61
1 17 55
29 23 40
39 0 31
26 22 48
7 44 46
12 0 46
39 47 0
36 39 58
35 27 96
42 1 67
38 2 28
31 8 50
40 13 83
18 17 35
32 23 62
25 47 99
9 30 31
43 12 44
8 17 39
15 33 89
48 26 97
17 28 47
27 17 10
34 40 47
0 3 84
23 40 93
33 23 21
46 21 36
30 40 3
44 19 21
22 32 19
40 47 51
6 8 47
46 40 29
8 25 48
18 35 10
39 44 44
1 18 80
48 1 86
26 18 7
3 43 47
38 40 52
28 21 38
8 47 78
24 31 88
41 37 86
28 38 69
28 46 15
39 14 11
25 10 49
12 25 55
36 35 8
41 42 45
3 2 37
19 1 41
9 45 93
22 27 86
12 10 77
40 39 12
17 47 29
27 33 80
15 9 42
32 45 63
44 9 31
37 49 0
46 47 76
46 47 27
28 46 78
17 3 40
31 8 67
11 13 45
19 43 99
21 35 48
46 43 26
45 40 8
22 26 9
38 25 86
17 40 17
16 29 27
32 24 6
37 19 54
44 42 41
32 17 45
33 13 27
42 30 67
21 36 50
31 29 76
46 33 72
32 13 30
43 18 88
27 42 82
42 47 8
48 23 81
14 49 28
43 41 34
32 12 62
25 46 71
28 44 11
38 22 86
46 26 63
43 31 65
9 46 89
46 23 82
48 18 69
32 36 85
12 43 89
14 16 41
7 26 67
31 15 71
43 38 1
34 39 53
37 21 36
34 8 77
0 48 21
45 25 74
34 36 35
0 24 45
12 46 23
11 1 24
4 6 91
11 37 60
21 7 94
9 33 66
3 17 24
37 4 11
47 37 24
38 29 30
20 10 24
20 10 19
38 26 17
5 23 30
33 4 55
46 38 24
19 23 75
35 0 65
37 48 19
37 47 0
26 46 87
4 19 12
13 43 16
0 6 82
14 33 65
24 0 79
49 37 22
45 30 14
27 9 79
30 25 36
31 38 25
5 9 33
35 39 37
12 3 53
5 45 19
42 35 47
3 13 88
11 2 19
16 43 69
41 45 87
20 23 56
6 35 99
43 13 88
43 11 5
42 44 52
25 23 22
26 37 83
41 1 9
37 0 81
22 48 77
34 45 9
34 30 55
15 47 8
41 29 29
36 39 20
38 35 16
49 39 69
15 21 80
14 40 48
20 38 33
2 38 10
12 0 28
6 9 93
10 2 80
6 45 53
8 29 7
17 39 22
29 27 75
24 48 53
25 29 18
42 29 91
9 10 93
18 49 66
22 49 50
22 20 58
26 36 81
34 22 42
27 46 62
46 29 97
11 17 87
29 18 47
37 41 72
11 26 36
30 36 94
28 23 85
24 42 28
3 29 61
40 16 42
33 34 86
49 39 52
21 46 63
46 15 29
37 27 96
24 11 99
10 49 17
38 10 22
35 28 53
10 34 84
12 44 18
20 4 49
19 8 1
39 18 87
36 15 21
39 10 25
19 7 56
40 48 98
5 28 88
34 31 28
2 45 5
13 20 41
14 27 5
32 48 13
39 10 23
19 21 2
29 7 84
26 39 46
45 40 45
40 47 46
35 17 14
3 14 71
37 30 35
47 23 3
21 9 19
47 49 74
29 41 68
38 5 88
6 38 24
32 42 75
14 42 62
32 33 24
48 25 11
17 30 98
36 15 40
11 18 35
37 15 77
28 12 44
28 13 7
8 37 55
34 20 17
29 23 47
45 30 95
20 21 45
46 44 36
20 16 81
15 48 45
48 29 27
25 38 51
10 20 25
48 4 71
49 34 91
15 17 36
1 31 78
30 26 30
33 24 23
37 23 41
48 24 92
38 4 86
4 3 59
31 14 66
34 23 5
2 22 11
36 45 26
43 28 83
0 18 30
27 10 35
7 19 83
30 15 71
44 42 40
35 0 45
38 20 67
7 36 17
27 1 98
27 14 76
13 11 70
18 13 10
26 3 56
13 23 41
16 10 68
1 9 87
26 10 60
41 13 59
9 15 62
42 14 56
43 7 98
7 26 57
25 49 39
28 27 98
28 15 22
23 26 39
12 45 0
26 25 42
41 42 93
46 8 85
10 23 39
48 2 32
3 24 4
21 48 80
4 5 25
25 22 34
13 6 73
35 29 85
16 45 26
42 23 83
41 38 14
10 44 36
3 1 47
24 34 97
6 27 37
25 49 31
38 41 87
20 11 2
13 14 61
8 19 90
15 25 24
29 36 1
21 41 85
39 8 4
1 34 19
9 27 60
42 26 46
27 22 25
30 37 91
11 33 41
8 48 72
35 43 42
42 5 76
32 25 68
18 44 33
45 20 36
2 49 22
23 36 28
36 18 28
20 38 76
35 7 83
45 18 36
30 29 85
41 22 13
49 19 99
23 0 71
1 17 4
8 22 78
31 26 23
25 29 41
11 31 95
45 34 66
40 49 50
13 43 53
31 7 30
37 35 59
49 10 49
12 37 1
0 8 39
25 2 34
1 45 23
20 9 14
1 17 75
27 18 30
43 25 94
3 18 93
17 28 23
26 1 6
26 27 80
3 6 87
29 10 87
1 36 13
21 13 0
42 7 59
2 30 56
1 39 19
39 15 16
1 4 8
0 12 40
14 10 89
43 2 60
28 35 49
3 29 0
46 4 2
7 30 10
21 5 85
43 26 5
16 1 79
14 37 22
31 36 34
33 36 29
26 9 8
11 32 27
22 17 36
40 28 66
47 44 14
15 45 9
25 27 79
42 19 94
6 13 10
49 6 21
1 13 3
26 32 70
49 4 81
19 10 54
26 21 33
23 46 3
26 27 37
46 19 31
22 37 99
41 28 84
38 29 31
27 7 57
9 15 55
24 35 88
26 33 55
1 6 23
42 35 88
5 14 13
27 13 75
43 46 85
42 22 30
43 13 47
2 49 88
22 46 26
17 5 51
43 31 62
28 41 95
14 17 37
10 48 52
17 15 23
38 2 80
45 34 74
45 16 94
42 44 6
1 35 41
8 42 42
19 46 79
40 12 93
47 48 3
3 35 56
20 45 45
12 31 4
8 23 64
6 1 21
31 43 84
26 2 67
34 28 72
9 33 98
49 13 3
12 9 68
21 41 37
46 44 58
14 21 54
15 26 17
15 20 18
4 17 70
48 18 1
49 28 20
30 12 44
41 42 62
18 40 64
40 46 92
15 39 71
13 19 44
18 7 2
19 10 74
29 33 32
17 2 78
24 6 64
18 5 82
18 24 82
29 27 44
34 10 6
30 14 39
0 49 48
14 36 18
39 17 96
21 34 3
17 37 25
29 48 9
26 10 45
49 40 97
34 15 48
20 12 78
