800 319681
405 320 824
507 55 791
522 301 913
466 67 749
500 464 727
592 604 116
725 694 633
383 730 56
565 79 697
101 708 162
724 691 756
418 101 96
562 782 956
442 697 111
24 119 613
128 635 9
198 268 791
606 334 901
252 303 508
31 28 648
511 636 638
759 41 502
237 374 69
193 647 732
542 748 492
338 80 477
418 344 28
446 556 412
94 537 362
157 280 294
404 675 389
132 70 188
206 266 521
421 312 717
25 226 95
147 534 646
737 773 630
786 219 994
161 42 313
213 440 21
751 189 278
641 638 116
242 295 629
76 576 354
209 219 470
673 735 354
688 715 267
777 315 604
405 318 53
582 338 705
516 426 292
640 156 31
760 360 312
208 55 243
488 52 445
616 229 793
173 569 757
570 531 839
775 736 696
473 134 656
171 474 97
612 285 839
544 388 174
738 783 39
755 785 156
194 534 995
775 430 634
534 468 660
106 181 489
560 439 734
558 442 280
465 625 297
191 105 468
314 140 127
388 788 493
612 716 397
416 566 282
671 639 904
670 230 348
1 369 929
463 393 985
240 87 67
307 278 432
668 789 741
188 604 692
676 98 959
589 464 835
489 82 674
525 523 592
556 145 571
492 412 997
671 594 306
690 26 194
308 417 484
729 70 261
343 187 794
299 684 45
571 763 248
102 127 408
423 370 53
421 176 229
525 59 529
255 792 942
202 574 770
176 86 9
35 223 214
469 322 150
277 81 757
102 317 66
482 526 530
764 611 549
498 302 88
705 528 276
160 205 445
197 713 573
543 36 361
210 510 419
150 530 352
5 793 890
143 447 886
601 527 454
107 81 620
698 789 730
394 258 741
346 593 189
72 154 965
282 569 88
581 115 350
429 482 98
438 522 730
219 732 406
25 536 333
356 186 801
416 20 904
108 670 934
273 692 814
432 90 688
63 143 777
591 704 463
639 522 426
367 62 739
765 600 680
129 72 316
530 483 63
51 119 967
699 401 156
96 631 398
162 431 728
599 35 555
352 275 622
418 539 771
253 684 996
482 450 698
609 797 685
668 497 146
694 535 644
705 735 87
629 119 961
176 645 446
430 505 622
621 459 252
156 332 863
564 1 697
153 60 105
201 105 691
334 490 955
24 115 277
721 266 210
711 676 236
551 213 182
315 358 472
514 71 211
182 716 413
169 44 580
401 248 218
718 116 56
45 420 492
286 424 875
636 521 69
520 147 701
268 57 931
435 382 771
719 499 317
34 145 645
414 448 314
700 234 396
560 76 990
274 276 327
418 28 693
547 76 851
236 301 183
225 776 665
538 760 847
437 473 136
75 213 12
677 498 179
287 356 662
241 453 502
113 27 477
68 433 92
90 40 295
649 222 56
221 762 704
439 492 453
750 238 347
97 322 903
749 661 110
8 180 152
336 245 611
677 722 7
386 517 320
211 77 995
242 458 925
343 212 889
73 570 744
613 591 70
403 293 3
681 395 279
344 124 255
401 787 943
131 282 885
706 23 719
666 556 368
57 39 426
532 217 580
420 448 634
94 145 590
283 114 834
28 325 889
260 291 793
223 60 260
206 63 709
303 702 422
172 577 769
19 360 20
744 727 692
267 415 627
542 174 51
294 486 290
711 745 22
210 260 44
635 729 596
281 514 574
304 425 822
775 743 859
373 689 706
248 431 845
426 178 474
505 317 575
270 433 155
790 524 364
712 661 174
24 528 523
538 296 556
264 628 536
224 695 583
231 787 943
347 539 701
74 81 684
688 713 637
719 9 233
673 554 978
694 476 829
674 496 807
480 138 360
783 651 774
552 681 941
627 724 419
168 572 649
242 476 606
114 342 342
150 368 585
499 274 735
610 574 743
95 320 23
609 407 667
42 435 733
715 287 101
425 651 627
16 419 567
241 301 110
480 779 669
443 83 182
54 126 129
729 719 768
45 278 120
371 524 810
388 351 374
448 589 422
625 411 392
372 382 689
650 552 843
50 260 847
98 5 533
31 246 619
635 253 859
272 549 371
95 299 394
269 381 303
54 13 118
769 696 505
220 281 779
244 448 679
475 137 354
233 204 717
673 782 454
399 78 270
131 307 792
38 327 674
335 756 816
643 726 58
478 603 260
752 540 433
732 302 637
521 731 675
197 472 601
138 723 886
604 509 821
197 28 964
376 127 404
704 723 964
129 282 554
447 492 567
447 155 877
32 317 107
792 465 245
267 149 367
17 82 578
554 190 753
194 533 178
448 577 815
300 198 421
239 597 84
479 720 494
155 283 790
682 481 323
314 396 544
556 124 274
68 205 428
205 659 221
322 528 736
534 98 327
552 134 817
73 351 898
623 344 36
322 694 905
280 453 550
186 397 170
574 362 882
385 463 357
776 29 486
757 582 403
541 186 481
632 125 121
168 40 163
82 552 854
371 39 259
516 562 33
626 10 257
617 473 692
630 75 797
132 514 644
563 472 948
726 430 169
684 184 490
8 558 789
737 595 728
130 143 43
433 514 531
399 376 738
604 254 5
632 787 742
33 629 125
51 532 936
43 453 795
719 569 247
429 472 926
251 189 53
80 434 632
200 772 943
473 421 739
514 623 345
6 521 560
601 320 3
261 321 241
774 513 436
155 721 76
350 275 283
695 144 622
394 265 905
645 4 510
348 656 358
25 93 473
251 43 336
294 89 863
467 617 611
242 778 648
699 273 219
700 413 33
429 605 268
761 454 672
219 543 275
481 431 100
675 594 852
576 438 957
82 176 714
340 389 721
678 795 121
250 359 401
168 354 822
491 472 537
105 276 970
415 350 235
729 271 645
496 657 997
562 25 674
101 785 110
617 178 222
673 745 64
798 622 112
289 41 992
39 18 339
700 718 949
309 311 731
566 73 967
750 426 20
188 208 22
129 490 201
343 464 195
265 360 612
501 28 216
436 792 283
677 665 257
696 605 401
276 745 720
726 563 309
291 418 53
445 301 863
137 668 0
720 401 398
639 468 381
184 174 552
416 242 751
504 710 805
516 359 635
624 91 964
582 614 577
258 53 395
653 453 647
115 321 47
636 497 176
243 277 243
395 526 90
523 674 372
556 569 36
245 525 967
642 495 145
460 760 911
653 703 356
797 624 982
133 215 651
548 572 317
672 621 822
378 509 91
308 679 172
645 100 337
239 746 950
405 691 755
687 401 747
640 406 828
573 314 650
737 35 635
495 671 957
718 337 979
57 393 150
501 294 643
348 399 288
557 283 161
725 775 486
110 175 370
97 335 116
484 321 278
772 238 296
21 179 67
701 537 434
302 740 220
5 37 944
281 529 228
422 60 119
381 309 395
521 661 828
323 775 603
631 535 341
670 700 857
94 358 915
670 573 89
243 491 328
423 51 490
255 569 507
293 165 440
326 775 197
232 378 420
426 566 121
389 686 306
215 231 493
399 228 81
633 247 479
24 657 59
496 423 805
170 586 862
129 109 746
199 385 643
468 420 21
694 49 445
746 118 751
44 799 621
45 412 623
555 82 329
687 247 330
70 5 767
378 38 329
379 246 243
527 188 574
759 128 908
711 432 401
446 250 503
761 531 708
386 376 995
739 607 399
208 764 450
59 585 185
645 795 499
322 140 137
255 82 541
499 697 591
610 632 644
747 11 450
498 481 145
109 730 724
135 500 142
704 709 103
275 438 166
115 529 254
508 600 571
623 744 596
745 424 247
71 331 381
303 617 544
275 363 626
713 261 198
82 576 36
477 681 585
766 189 186
668 324 426
284 499 32
522 88 987
355 537 76
191 751 950
663 527 195
694 514 409
696 639 374
472 206 142
269 54 773
689 726 261
217 144 223
586 643 20
671 584 572
28 85 339
597 571 706
581 258 563
674 703 584
756 768 823
798 25 431
451 684 457
241 91 564
366 780 861
548 103 516
518 311 567
759 194 984
81 33 976
500 625 524
673 532 490
476 599 345
631 497 814
572 81 542
481 73 617
332 696 125
688 410 881
424 382 907
71 529 891
623 580 666
249 457 689
361 332 749
702 298 826
698 344 531
299 182 237
712 56 958
26 250 757
471 78 73
242 204 853
351 37 709
109 587 765
714 282 407
317 526 487
577 37 492
367 86 908
552 41 100
404 673 605
195 775 820
680 259 836
229 663 220
227 18 848
52 786 718
18 382 382
554 93 186
73 30 990
418 73 621
796 284 76
381 535 765
316 391 446
662 609 309
361 716 782
457 19 325
261 409 423
649 620 550
514 452 394
666 180 613
371 476 699
102 221 199
618 334 762
585 128 547
328 261 125
463 79 299
256 257 506
252 662 821
795 724 628
791 247 157
74 773 128
569 659 718
284 574 205
676 189 835
381 442 341
139 404 227
785 249 313
487 231 894
630 432 88
337 81 55
472 765 768
365 461 596
9 125 940
523 386 923
98 366 152
369 200 338
101 575 379
784 630 521
160 185 65
307 577 47
97 430 31
568 60 391
111 286 682
662 514 762
574 276 162
355 65 97
391 213 7
507 99 137
116 676 15
365 270 936
112 666 909
727 659 936
642 499 867
719 163 786
72 152 596
386 734 698
772 207 159
757 331 214
186 641 600
704 402 99
157 36 476
260 696 99
790 51 494
663 10 522
733 104 260
609 302 519
624 662 740
255 207 947
302 395 67
323 687 377
35 454 349
491 186 472
407 431 580
787 716 877
516 766 253
760 461 390
525 617 790
309 399 710
668 204 586
613 230 747
130 719 461
778 359 644
282 576 9
114 669 805
439 358 584
5 378 719
623 218 465
241 506 710
463 89 476
455 184 993
715 743 553
628 546 603
83 239 681
36 680 335
652 74 564
274 84 589
71 365 672
598 1 553
64 340 297
68 485 470
479 328 717
555 263 522
764 357 786
615 639 900
75 105 639
626 661 84
641 71 53
518 419 961
317 92 463
560 636 117
798 173 253
466 422 83
788 312 573
656 553 719
776 98 526
19 435 774
230 153 197
534 117 46
234 724 790
354 583 204
551 59 388
487 269 777
481 310 874
668 624 401
336 529 45
330 8 65
790 285 448
291 680 253
66 525 503
530 441 199
596 406 258
155 438 291
280 7 891
141 24 495
18 538 627
423 556 501
122 118 378
655 607 863
473 239 303
420 706 818
413 179 283
753 582 901
63 431 110
442 741 875
578 56 62
101 496 707
434 589 987
411 777 544
326 515 264
120 213 900
330 344 980
584 799 741
209 726 712
654 103 117
490 301 588
647 156 762
712 125 975
357 75 788
479 531 865
740 513 642
539 108 728
607 765 457
797 389 510
228 457 966
19 11 343
367 65 333
208 332 311
352 224 64
791 733 953
29 381 423
181 292 790
765 485 102
121 532 968
387 419 296
552 685 563
363 79 899
202 276 323
671 388 553
324 14 275
529 652 290
461 190 411
34 287 555
626 352 142
526 114 952
357 772 938
482 729 308
581 752 374
63 362 248
607 395 712
209 34 134
98 68 318
786 673 51
209 665 770
30 420 416
336 547 62
610 29 235
162 651 527
126 276 515
361 528 518
42 319 301
284 451 360
555 500 121
731 306 484
696 549 265
709 319 293
277 203 250
5 445 795
440 450 71
238 227 781
312 369 327
750 245 416
344 206 930
229 339 417
654 359 946
371 176 703
698 741 169
113 18 443
53 222 566
91 640 493
488 497 553
495 463 694
792 688 684
727 78 910
763 486 274
789 93 547
184 57 221
732 592 774
792 417 123
606 501 851
19 209 79
355 732 52
730 634 235
104 270 898
762 335 832
761 641 338
361 365 450
517 590 404
362 700 84
112 322 836
635 215 71
134 557 448
616 464 760
187 274 418
116 695 626
23 75 11
94 594 399
340 674 738
740 667 403
783 200 725
573 277 162
531 3 735
55 522 674
376 479 153
473 415 782
777 571 97
688 238 562
573 118 256
634 53 591
651 235 453
552 70 118
744 274 631
189 252 289
370 665 493
376 69 746
239 496 706
709 388 743
222 585 295
612 618 670
797 192 802
41 541 496
339 460 246
155 53 810
272 574 818
477 361 496
345 114 806
147 780 682
655 99 321
202 49 112
51 76 266
663 402 835
141 579 145
677 6 677
678 477 931
112 59 346
764 436 801
44 233 787
732 753 972
39 354 765
224 476 572
314 100 101
243 427 884
793 520 555
653 536 64
603 637 609
214 340 496
73 378 972
85 537 114
655 597 850
276 248 92
739 249 850
717 235 576
633 69 781
481 575 890
471 598 521
319 91 585
6 683 564
596 100 361
615 637 260
117 648 778
295 555 653
433 148 305
572 639 37
737 251 423
533 436 810
658 638 83
335 402 99
505 664 720
19 45 126
68 633 717
502 95 628
221 59 0
439 253 796
163 481 929
536 646 821
161 727 720
397 351 450
379 799 987
65 168 825
763 495 380
339 649 559
770 476 295
568 483 986
343 712 155
592 689 502
7 471 518
341 788 739
3 462 325
715 229 604
346 452 810
556 312 727
516 6 515
186 598 533
330 112 215
616 314 185
434 352 241
192 239 342
25 329 349
721 255 755
354 45 698
127 773 348
581 595 424
746 767 560
61 423 490
425 522 649
114 56 424
742 222 920
183 436 690
237 351 425
246 403 952
205 115 600
126 227 134
312 104 172
541 740 633
219 283 297
177 746 235
207 779 240
460 489 570
63 347 902
367 657 297
315 89 998
37 535 29
141 605 363
264 74 434
183 540 930
462 653 747
464 381 910
652 490 908
250 34 473
439 697 133
784 666 235
609 502 390
275 678 400
747 741 951
199 452 784
307 137 392
135 6 204
486 156 267
720 644 779
664 225 295
535 236 652
333 574 598
345 700 226
481 362 360
586 789 103
260 492 497
611 99 796
698 734 915
539 119 753
481 428 595
618 558 492
20 51 283
745 110 566
416 147 71
352 292 925
220 285 540
578 573 419
178 754 339
335 29 570
390 472 608
634 675 316
135 467 966
146 131 400
361 50 96
629 201 642
586 523 968
192 326 785
209 135 911
259 693 791
678 206 804
55 458 982
735 295 799
297 359 754
315 687 347
272 297 723
538 729 910
718 554 415
541 64 19
520 166 45
624 538 767
36 374 396
724 508 290
435 659 763
502 405 277
718 189 804
522 203 669
109 33 771
429 442 33
517 532 535
2 585 747
620 137 515
452 313 953
337 305 206
412 65 39
391 365 264
334 374 636
230 372 391
578 451 698
295 81 702
697 40 564
374 514 304
46 337 71
25 8 244
262 14 130
262 688 470
474 763 458
16 36 525
484 436 464
657 541 259
130 21 469
729 431 208
252 765 622
98 155 993
20 692 938
688 336 511
64 619 20
123 210 378
11 277 968
201 276 750
516 174 737
371 535 433
484 315 333
592 121 656
743 573 586
265 226 543
721 315 479
129 207 169
597 332 621
610 313 172
553 66 318
673 378 23
229 288 388
111 93 122
557 523 435
736 621 331
710 402 699
594 556 891
439 352 824
319 427 499
466 222 534
247 751 137
293 218 250
311 790 958
765 273 985
201 140 336
4 495 42
568 197 69
711 529 521
53 287 766
686 359 662
0 439 80
572 123 160
513 377 783
726 250 308
230 462 219
58 702 772
583 380 298
356 8 173
613 118 427
364 132 801
109 32 600
701 512 391
132 416 896
748 347 835
515 616 353
359 406 686
346 150 46
355 718 717
577 296 906
411 237 841
545 688 61
596 617 235
205 72 851
723 131 205
177 603 900
44 705 507
326 76 613
15 260 573
182 639 681
609 719 693
484 774 46
558 132 715
741 762 258
14 690 555
271 110 388
232 753 685
566 190 371
620 52 930
66 99 36
405 550 895
746 518 73
743 771 700
251 703 658
618 222 610
500 305 608
479 329 208
103 628 805
376 205 273
105 99 151
243 557 330
612 400 94
138 356 133
647 668 754
504 30 820
352 424 288
39 255 691
249 506 355
359 64 555
163 586 722
244 587 445
678 79 476
612 133 639
250 467 504
264 261 785
497 765 879
500 203 812
264 77 40
608 500 823
337 780 254
150 83 516
790 586 300
326 270 604
586 262 438
673 10 697
449 407 712
104 467 622
546 8 211
223 309 74
48 12 331
81 44 824
667 724 304
512 327 896
735 27 904
339 412 629
473 752 220
794 367 324
164 265 158
407 555 467
330 50 819
557 149 445
525 410 337
318 36 942
712 359 847
19 114 402
604 356 956
486 300 289
667 770 677
333 594 458
50 258 772
768 751 801
111 88 18
426 172 227
668 321 924
308 401 833
737 776 622
73 424 414
771 343 161
347 781 173
310 506 795
652 513 234
12 748 160
28 369 123
257 275 413
675 400 980
752 275 215
647 497 860
267 286 558
721 155 435
101 380 165
361 96 768
461 412 306
200 457 838
187 773 981
490 734 967
178 1 870
732 318 805
658 667 158
18 533 598
251 167 952
408 571 538
294 672 253
687 609 964
11 265 572
346 640 597
96 104 788
276 744 647
526 547 131
32 666 25
343 359 432
661 11 449
660 787 645
219 155 792
283 377 211
516 578 71
690 687 972
630 178 974
747 121 902
33 663 940
609 714 724
311 238 866
576 599 376
648 247 76
529 239 289
543 88 873
333 794 125
743 172 411
450 187 627
386 437 954
159 602 632
1 366 263
45 207 650
473 736 354
320 659 752
366 740 410
707 163 196
767 617 333
183 357 467
392 645 926
20 590 232
701 67 481
24 661 997
188 12 912
694 710 510
163 362 296
188 445 670
464 543 423
103 657 280
117 682 998
631 49 586
460 194 558
70 786 769
360 691 614
504 8 21
136 381 425
62 630 432
132 130 418
234 107 94
682 502 537
198 630 438
545 339 13
246 261 707
642 54 969
95 595 815
244 740 683
35 386 781
705 127 497
235 315 273
295 516 184
189 486 847
272 706 464
383 672 160
565 595 386
386 689 216
747 268 647
200 432 771
447 693 94
27 652 734
66 370 391
82 716 857
439 660 22
377 652 669
221 514 799
318 35 13
48 520 622
211 213 27
60 74 728
187 361 508
629 227 286
595 155 852
772 308 44
492 382 1
336 305 289
191 435 926
246 100 516
10 460 4
642 390 50
313 126 788
671 108 441
690 609 430
227 516 831
658 163 332
63 600 682
242 210 806
345 487 822
582 428 812
372 304 534
657 83 269
165 53 156
768 335 905
298 369 573
790 338 342
638 708 387
91 763 481
73 118 519
478 181 47
459 583 904
515 9 821
315 508 859
504 419 288
386 765 921
303 677 338
193 575 393
60 670 462
619 494 878
350 353 184
176 478 539
416 550 536
696 185 798
737 577 275
53 372 565
216 288 582
68 531 263
372 470 737
441 136 509
520 612 543
630 181 115
526 346 644
557 209 537
620 0 96
580 324 802
417 336 397
629 520 994
548 72 140
74 739 846
601 779 867
146 126 40
751 152 417
237 406 284
225 659 305
31 708 417
462 284 646
40 487 297
218 415 722
157 360 792
730 614 94
797 661 458
309 101 79
329 616 301
231 7 650
733 572 988
319 204 52
248 761 31
250 3 630
606 551 424
540 557 19
796 168 521
343 757 723
565 372 529
680 472 246
291 705 695
189 543 734
166 644 765
503 372 102
671 84 911
680 275 913
242 624 917
742 575 343
7 10 349
708 177 712
399 242 499
286 142 534
12 333 251
91 419 663
182 366 699
246 470 807
585 279 183
644 484 417
496 740 184
73 672 471
593 175 12
300 132 567
130 95 796
792 374 496
654 138 995
446 173 657
403 469 356
663 24 466
183 766 684
373 256 690
22 644 778
29 475 287
143 159 937
120 13 353
684 89 109
645 616 654
269 160 292
741 789 591
783 275 22
375 61 346
545 207 131
380 388 641
422 204 736
52 596 347
718 53 671
332 505 47
82 175 388
367 429 333
162 365 434
278 253 350
38 532 576
384 394 541
528 89 736
274 631 104
627 80 644
78 215 352
359 229 304
217 782 711
612 90 566
290 104 806
40 304 722
760 779 752
402 227 367
371 316 934
387 435 255
236 175 849
464 364 834
59 574 200
742 481 612
37 180 789
27 102 661
510 483 492
534 484 207
665 539 625
722 728 557
166 462 47
309 604 233
598 642 543
619 577 864
755 39 426
583 254 964
518 561 580
539 173 294
184 449 530
213 424 751
579 253 207
537 431 723
386 478 317
75 791 318
452 28 737
167 491 40
728 48 939
486 670 218
183 467 274
122 664 676
558 23 920
454 180 5
256 759 885
340 148 340
503 54 258
200 260 517
109 361 806
211 699 779
76 764 652
414 53 998
786 137 685
60 204 89
326 777 838
345 27 106
280 729 63
783 533 360
206 548 757
416 585 726
430 403 539
756 185 156
260 178 520
673 567 588
387 798 895
151 37 625
131 419 827
78 167 912
99 577 67
754 280 416
285 727 384
145 108 411
67 13 397
161 227 346
759 18 161
707 495 282
54 361 847
548 3 454
458 435 397
573 451 523
9 578 399
691 156 823
499 574 671
83 275 624
747 158 473
42 742 172
64 127 476
777 783 431
580 227 535
147 12 139
319 155 899
437 439 321
356 436 280
403 392 551
703 578 980
82 382 801
134 240 800
189 183 973
773 661 181
497 225 866
147 12 856
440 610 390
1 128 643
471 214 400
720 640 549
600 237 409
363 73 247
388 189 216
680 584 660
200 48 903
273 449 825
488 786 266
6 15 816
657 71 592
399 298 461
372 311 262
315 229 674
379 35 0
305 13 773
143 356 297
782 92 61
79 27 196
796 318 283
524 179 751
136 572 304
607 596 420
529 439 494
371 312 773
720 522 951
662 314 549
333 760 845
620 109 506
508 163 790
671 96 45
82 642 164
362 28 920
69 740 423
428 340 703
416 348 959
654 713 496
555 595 188
702 729 519
190 417 899
540 16 416
289 748 918
430 481 174
754 168 146
678 594 682
390 292 228
83 329 366
402 736 420
471 643 868
578 771 922
46 425 644
770 202 499
152 396 456
710 658 698
579 610 704
671 679 253
754 26 884
545 481 916
285 18 726
93 448 36
425 555 783
280 741 979
584 265 281
591 779 67
16 570 616
295 775 215
572 518 651
93 668 658
326 721 484
37 220 58
398 478 704
697 345 428
227 681 924
587 229 988
569 752 800
607 271 74
616 735 979
397 326 449
699 593 529
362 693 909
695 137 625
614 186 84
481 651 643
644 364 117
412 120 581
226 118 345
164 678 55
126 604 704
513 676 861
366 484 215
9 710 54
434 156 623
334 3 242
570 274 531
266 12 622
435 615 579
276 70 535
661 423 978
638 597 307
429 670 278
366 747 839
185 92 484
364 588 357
311 777 95
710 414 693
307 705 808
402 773 508
551 765 283
382 160 511
646 185 458
718 775 749
554 705 928
781 575 600
202 119 302
189 273 26
507 179 392
656 395 201
428 427 316
724 556 882
141 356 442
690 174 906
332 327 67
639 607 633
541 5 99
459 224 621
747 542 937
90 288 358
354 723 624
716 671 769
492 796 455
373 725 303
678 219 811
702 438 49
642 543 399
441 82 928
498 703 374
207 235 249
465 59 87
547 464 537
533 422 73
43 359 920
472 237 737
355 175 798
762 370 164
794 778 879
565 178 428
400 380 504
593 219 606
288 577 617
297 542 743
722 492 550
588 207 892
324 318 358
11 117 849
66 794 5
26 661 567
365 430 347
330 291 872
697 356 654
720 529 355
34 171 34
283 307 219
743 350 306
682 243 231
155 61 448
731 137 910
511 557 150
578 637 579
732 593 520
718 191 777
341 599 387
317 49 545
238 216 876
246 397 645
322 569 929
329 104 418
727 42 143
302 34 903
798 189 528
255 275 350
308 675 837
370 7 135
68 565 234
722 184 357
595 259 9
217 427 839
467 446 12
335 384 960
13 63 160
535 769 111
639 480 605
83 730 243
742 644 622
642 425 190
774 575 482
408 498 13
733 758 703
50 139 8
293 192 453
374 722 3
166 452 9
541 317 788
446 648 928
149 92 943
251 588 730
251 361 912
744 589 317
51 211 296
682 483 874
127 467 802
207 676 894
799 219 299
471 567 974
516 123 787
108 640 200
552 352 175
80 159 981
13 157 206
219 311 770
327 347 840
511 620 226
301 137 314
267 156 648
264 537 661
362 84 380
317 305 425
39 731 831
418 128 386
16 207 17
301 440 859
3 440 309
504 609 377
105 38 64
73 4 755
165 243 963
67 299 52
295 614 346
208 789 894
390 591 292
149 360 632
511 651 691
160 601 64
230 91 63
180 240 919
307 351 822
231 230 113
74 266 42
536 202 299
26 665 99
379 615 673
741 84 671
239 515 259
123 237 761
0 455 82
398 555 770
193 277 823
686 671 996
343 91 423
377 318 297
60 355 414
133 44 906
604 651 334
244 566 67
656 343 616
11 238 246
672 397 653
580 55 117
375 329 147
381 50 873
777 659 838
715 772 142
445 243 130
377 130 365
541 799 786
326 116 287
301 9 662
20 145 929
601 213 564
448 547 892
30 616 562
305 558 544
184 47 914
47 43 193
79 110 454
687 670 547
259 107 945
328 392 43
478 446 241
707 753 605
128 262 932
322 482 4
215 409 272
353 639 304
221 238 447
418 638 189
115 522 666
121 241 379
546 238 983
305 746 568
528 510 146
402 733 226
707 247 783
67 789 893
477 138 26
514 675 834
30 232 86
784 604 85
438 447 678
247 229 424
0 469 101
552 508 251
184 790 959
226 610 237
300 62 5
546 51 801
368 773 700
488 173 376
213 665 119
681 16 320
142 148 763
487 288 651
193 175 357
512 537 904
509 777 954
313 208 747
145 158 50
27 273 603
29 598 709
158 82 934
198 400 54
573 36 683
337 576 411
301 368 329
412 65 215
605 633 952
698 226 796
259 637 148
541 389 963
423 762 866
365 772 663
446 187 509
298 555 491
546 535 532
362 467 924
65 138 916
202 271 519
317 721 434
289 799 442
540 551 482
244 513 703
434 419 808
662 542 410
248 532 814
363 133 484
412 771 588
103 36 675
152 12 308
135 319 959
284 248 199
738 287 881
183 43 916
91 221 420
434 63 834
365 244 860
348 504 843
43 220 445
245 688 611
376 276 103
671 268 74
199 440 782
33 659 599
644 736 162
438 247 417
755 41 324
234 32 668
63 376 664
144 85 334
31 174 286
792 69 958
436 731 337
547 552 703
77 170 314
146 351 972
435 786 955
196 664 42
133 732 660
479 693 870
395 295 766
429 608 589
16 289 100
554 760 421
163 762 770
658 613 173
784 57 534
65 484 670
709 100 158
545 634 954
672 264 54
640 70 685
623 403 671
329 300 470
721 66 907
266 433 701
126 467 849
599 429 810
52 101 764
394 561 290
209 115 573
598 88 41
690 49 18
151 738 512
199 655 71
74 491 414
269 378 55
216 775 432
161 41 915
620 79 867
343 586 77
40 684 506
119 396 660
569 100 601
108 387 238
300 253 198
565 739 799
567 584 388
30 278 775
706 675 535
700 441 301
277 326 173
123 70 752
656 348 664
24 710 50
732 111 108
284 597 84
344 370 655
668 481 483
219 714 877
288 196 666
217 617 180
281 460 3
745 474 768
255 404 389
25 230 0
629 348 585
704 79 191
73 515 508
742 523 270
222 94 301
710 555 442
529 455 273
242 179 495
614 137 556
552 51 426
457 114 50
535 475 86
643 133 118
429 581 726
435 695 844
328 400 527
796 9 606
34 337 986
160 365 131
539 1 29
87 17 425
1 566 947
318 469 433
82 85 361
479 498 975
244 287 198
763 623 778
89 262 530
174 189 852
626 9 39
434 691 508
339 177 663
705 773 307
620 366 599
641 299 780
437 251 551
387 5 943
703 524 665
427 464 122
419 656 720
737 596 641
369 695 697
272 281 395
63 633 584
261 371 204
489 477 735
566 129 829
154 233 510
655 780 398
267 400 24
789 358 626
423 430 932
297 286 598
799 467 140
715 403 130
130 379 52
463 261 699
362 525 758
152 88 436
194 581 754
756 155 361
178 684 152
760 487 666
649 342 216
311 775 416
168 516 634
313 132 713
474 282 206
795 549 414
641 433 940
382 644 36
755 601 67
319 715 496
320 362 921
456 562 927
769 677 273
189 39 255
447 419 955
393 629 896
228 70 194
466 15 630
562 766 15
40 702 604
421 306 777
476 716 136
751 433 340
